"TUITIONFEE_OUT","ADM_RATE","STABBR","INSTNM","COSTT4_A","UGDS","ACTCM25","ACTCM75","SATMT25","SATMT75"
"5942","NULL","CA","CraftonHillsCollege","16292","5127","NULL","NULL","NULL","NULL"
"6408","NULL","CA","CuestaCollege","14774","7835","NULL","NULL","NULL","NULL"
"7196","NULL","CA","CuyamacaCollege","8774","7748","NULL","NULL","NULL","NULL"
"6154","NULL","CA","CypressCollege","11187","15175","NULL","NULL","NULL","NULL"
"8382","NULL","CA","DeAnzaCollege","11120","20047","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","InternationalSchoolofBeautyInc","NULL","186","NULL","NULL","NULL","NULL"
"13350","NULL","CA","Dell'ArteInternationalSchoolofPhysicalTheatre","NULL","15","NULL","NULL","NULL","NULL"
"6656","NULL","CA","CollegeoftheDesert","14719","9516","NULL","NULL","NULL","NULL"
"20410","NULL","CA","DesignInstituteofSanDiego","30794","148","NULL","NULL","NULL","NULL"
"7542","NULL","CA","DiabloValleyCollege","11727","17868","NULL","NULL","NULL","NULL"
"42550","0.7883","CA","DominicanUniversityofCalifornia","58609","1358","21","25","470","580"
"NULL","NULL","CA","DominicanSchoolofPhilosophyTheology","NULL","NULL","NULL","NULL","NULL","NULL"
"6810","NULL","CA","EastLosAngelesCollege","14499","32384","NULL","NULL","NULL","NULL"
"5678","NULL","CA","ElCaminoCommunityCollegeDistrict","14931","21885","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","EleganceInternational","NULL","462","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","Emperor'sCollegeofTraditionalOrientalMedicine","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","EmpireCollege","NULL","377","NULL","NULL","NULL","NULL"
"7010","NULL","CA","EvergreenValleyCollege","16760","7313","NULL","NULL","NULL","NULL"
"29930","0.4926","CA","FIDMFashionInstituteofDesignMerchandisingLosAngeles","47380","2814","NULL","NULL","NULL","NULL"
"29930","0.4802","CA","FIDMFashionInstituteofDesignMerchandisingSanFrancisco","43752","395","NULL","NULL","NULL","NULL"
"29930","0.5793","CA","FIDMFashionInstituteofDesignMerchandisingOrangeCounty","41908","92","NULL","NULL","NULL","NULL"
"7491","NULL","CA","FeatherRiverCommunityCollegeDistrict","14461","1574","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","FedericoBeautyInstitute","NULL","256","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","FieldingGraduateUniversity","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","FiveBranchesUniversity","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","RedondoBeachBeautyCollege","NULL","22","NULL","NULL","NULL","NULL"
"8391","NULL","CA","FoothillCollege","9909","13930","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","FranciscanSchoolofTheology","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","FredrickandCharlesBeautyCollege","NULL","59","NULL","NULL","NULL","NULL"
"6834","NULL","CA","FresnoCityCollege","10570","19180","NULL","NULL","NULL","NULL"
"27954","0.6313","CA","FresnoPacificUniversity","35787","2342","19","24","440","547"
"NULL","NULL","CA","FullerTheologicalSeminaryinCalifornia","NULL","NULL","NULL","NULL","NULL","NULL"
"6010","NULL","CA","FullertonCollege","12006","22529","NULL","NULL","NULL","NULL"
"6654","NULL","CA","GavilanCollege","10720","5176","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","GemologicalInstituteofAmericaCarlsbad","NULL","218","NULL","NULL","NULL","NULL"
"5855","NULL","CA","GlendaleCommunityCollege","9192","13928","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","GlendaleCareerCollege","NULL","287","NULL","NULL","NULL","NULL"
"14640","NULL","CA","GoldenGateUniversitySanFrancisco","NULL","451","NULL","NULL","NULL","NULL"
"5616","NULL","CA","GoldenWestCollege","18716","11102","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","GraduateTheologicalUnion","NULL","NULL","NULL","NULL","NULL","NULL"
"7196","NULL","CA","GrossmontCollege","6733","16285","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SalonSuccessAcademyRiverside","NULL","30","NULL","NULL","NULL","NULL"
"7420","NULL","CA","HartnellCollege","16000","10384","NULL","NULL","NULL","NULL"
"50649","0.1296","CA","HarveyMuddCollege","66627","812","32","35","730","800"
"NULL","NULL","CA","HilltopBeautySchool","NULL","132","NULL","NULL","NULL","NULL"
"35666","0.43","CA","HolyNamesUniversity","50430","624","15","21","380","470"
"NULL","NULL","CA","PacificaGraduateInstitute","NULL","NULL","NULL","NULL","NULL","NULL"
"18364","0.77","CA","HumboldtStateUniversity","22593","8227","18","24","430","550"
"13212","NULL","CA","HumphreysUniversityStocktonandModestoCampuses","21436","438","NULL","NULL","NULL","NULL"
"7525","NULL","CA","ImperialValleyCollege","9834","6816","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","InstituteforBusinessandTechnology","NULL","408","NULL","NULL","NULL","NULL"
"18050","NULL","CA","InteriorDesignersInstitute","NULL","196","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","ToniGuyHairdressingAcademySantaMonica","NULL","243","NULL","NULL","NULL","NULL"
"6814","NULL","CA","IrvineValleyCollege","15919","11499","NULL","NULL","NULL","NULL"
"18048","0.88","CA","ITTTechnicalInstituteNationalCity","27973","700","NULL","NULL","NULL","NULL"
"18048","0.9653","CA","ITTTechnicalInstituteSanDimas","27809","420","NULL","NULL","NULL","NULL"
"18048","0.8462","CA","ITTTechnicalInstituteOrange","27388","666","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","BellusAcademyElCajon","NULL","118","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","JohnFKennedyUniversity","NULL","216","NULL","NULL","NULL","NULL"
"30236","0.8036","CA","AmericanJewishUniversity","47081","73","NULL","NULL","NULL","NULL"
"6834","NULL","CA","ReedleyCollege","9339","7858","NULL","NULL","NULL","NULL"
"13320","0.6384","CA","LifePacificCollege","24373","520","16","20","380","490"
"18744","NULL","CA","ArgosyUniversityTheArtInstituteofCaliforniaSanDiego","33249","1382","NULL","NULL","NULL","NULL"
"38560","0.4718","CA","UniversityofLaVerne","48744","5140","20","24","470","570"
"28100","0.3727","CA","LagunaCollegeofArtandDesign","43806","571","NULL","NULL","NULL","NULL"
"6645","NULL","CA","LakeTahoeCommunityCollege","10880","2062","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","LancasterBeautySchool","NULL","97","NULL","NULL","NULL","NULL"
"6316","NULL","CA","LaneyCollege","15334","10339","NULL","NULL","NULL","NULL"
"5903","NULL","CA","LassenCommunityCollege","13209","1940","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","LifeChiropracticCollegeWest","NULL","NULL","NULL","NULL","NULL","NULL"
"10215","NULL","CA","LincolnUniversity","NULL","149","NULL","NULL","NULL","NULL"
"14244","NULL","CA","SouthernCaliforniaSeminary","37808","60","NULL","NULL","NULL","NULL"
"30471","0.4462","CA","LaSierraUniversity","41754","2020","16","22","420","520"
"NULL","NULL","CA","LomaLindaUniversity","NULL","1048","NULL","NULL","NULL","NULL"
"7398","NULL","CA","LongBeachCityCollege","10936","23215","NULL","NULL","NULL","NULL"
"8779","NULL","CA","SouthernCaliforniaUniversityofHealthSciences","18923","70","NULL","NULL","NULL","NULL"
"7016","NULL","CA","LosAngelesHarborCollege","15606","8737","NULL","NULL","NULL","NULL"
"7016","NULL","CA","LosAngelesPierceCollege","13865","18578","NULL","NULL","NULL","NULL"
"7016","NULL","CA","LosAngelesSouthwestCollege","12150","5720","NULL","NULL","NULL","NULL"
"7016","NULL","CA","LosAngelesTradeTechnicalCollege","12442","12584","NULL","NULL","NULL","NULL"
"7016","NULL","CA","LosAngelesValleyCollege","13737","16466","NULL","NULL","NULL","NULL"
"30920","0.9469","CA","TheMaster'sUniversityandSeminary","43200","1126","21","27","480","590"
"6810","NULL","CA","LosAngelesCityCollege","12617","15634","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","LosAngelesCountyCollegeofNursingandAlliedHealth","NULL","196","NULL","NULL","NULL","NULL"
"6992","NULL","CA","LosAngelesMissionCollege","14085","8530","NULL","NULL","NULL","NULL"
"7542","NULL","CA","LosMedanosCollege","10836","7883","NULL","NULL","NULL","NULL"
"18744","NULL","CA","ArgosyUniversityTheArtInstituteofCaliforniaSanFrancisco","32890","788","NULL","NULL","NULL","NULL"
"42795","0.5078","CA","LoyolaMarymountUniversity","58531","6162","25","30","560","660"
"NULL","NULL","CA","LuRossAcademy","NULL","176","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","LylesFresnoCollegeofBeauty","NULL","67","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","LytlesRedwoodEmpireBeautyCollegeInc","NULL","129","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","MTIBusinessCollegeInc","NULL","120","NULL","NULL","NULL","NULL"
"NULL","0.7815","CA","MTICollege","NULL","919","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","BrightwoodCollegeSacramento","NULL","439","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","BrightwoodCollegeSanDiego","NULL","1163","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","BrightwoodCollegeVista","NULL","738","NULL","NULL","NULL","NULL"
"9258","NULL","CA","CollegeofMarin","14429","4689","NULL","NULL","NULL","NULL"
"34680","NULL","CA","MarymountCaliforniaUniversity","47335","1059","NULL","NULL","NULL","NULL"
"6042","NULL","CA","MendocinoCollege","13016","3281","NULL","NULL","NULL","NULL"
"38750","0.3808","CA","MenloCollege","53811","784","19","25","470","563"
"6133","NULL","CA","MercedCollege","15244","9114","NULL","NULL","NULL","NULL"
"6316","NULL","CA","MerrittCollege","13843","5818","NULL","NULL","NULL","NULL"
"44258","0.7156","CA","MillsCollege","58812","852","24","30","500","620"
"5952","NULL","CA","MiraCostaCollege","12129","14197","NULL","NULL","NULL","NULL"
"6070","NULL","CA","MissionCollege","14449","6900","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","ModernBeautyAcademy","NULL","33","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","BrightwoodCollegeNorthHollywood","NULL","812","NULL","NULL","NULL","NULL"
"6370","NULL","CA","ModestoJuniorCollege","14023","16280","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","MolerBarberCollege","NULL","123","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","MiddleburyInstituteofInternationalStudiesatMonterey","NULL","17","NULL","NULL","NULL","NULL"
"5974","NULL","CA","MontereyPeninsulaCollege","11819","7646","NULL","NULL","NULL","NULL"
"7050","NULL","CA","MoorparkCollege","8426","13327","NULL","NULL","NULL","NULL"
"7960","NULL","CA","MtSanAntonioCollege","9329","26441","NULL","NULL","NULL","NULL"
"35944","0.7653","CA","MountSaintMary'sUniversity","50301","2767","16","21","420","510"
"7656","NULL","CA","MtSanJacintoCommunityCollegeDistrict","11482","13948","NULL","NULL","NULL","NULL"
"21666","NULL","CA","MuellerCollege","36691","51","NULL","NULL","NULL","NULL"
"24030","0.8593","CA","MusiciansInstitute","39655","1040","NULL","NULL","NULL","NULL"
"5942","NULL","CA","NapaValleyCollege","16165","5700","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","NationalHolisticInstitute","NULL","675","NULL","NULL","NULL","NULL"
"12744","NULL","CA","NationalUniversity","26853","8555","NULL","NULL","NULL","NULL"
"26463","0.9722","CA","NewschoolofArchitectureandDesign","38845","403","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","NewberrySchoolofBeauty","NULL","152","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","NorthAdrian'sCollegeofBeautyInc","NULL","228","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","NorthWestCollegePomona","NULL","265","NULL","NULL","NULL","NULL"
"NULL","1","CA","NorthWestCollegeWestCovina","NULL","560","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","NorthWestCollegePasadena","NULL","219","NULL","NULL","NULL","NULL"
"32608","0.8667","CA","NotreDamedeNamurUniversity","49312","1097","16","21","390","510"
"49248","0.4487","CA","OccidentalCollege","64804","1997","28","31","600","690"
"NULL","NULL","CA","OceansideCollegeofBeauty","NULL","48","NULL","NULL","NULL","NULL"
"6394","NULL","CA","OhloneCollege","15817","8576","NULL","NULL","NULL","NULL"
"6584","NULL","CA","OrangeCoastCollege","15862","20809","NULL","NULL","NULL","NULL"
"42314","0.9036","CA","OtisCollegeofArtandDesign","54199","1099","19","25","460","600"
"7050","NULL","CA","OxnardCollege","8893","6539","NULL","NULL","NULL","NULL"
"28550","0.3425","CA","HopeInternationalUniversity","38462","843","16","22","400","520"
"NULL","0.8261","CA","ConcordeCareerCollegeSanDiego","NULL","647","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","PaloAltoUniversity","NULL","168","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","PacificLutheranTheologicalSeminary","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","PacificOaksCollege","NULL","543","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","PacificSchoolofReligion","NULL","NULL","NULL","NULL","NULL","NULL"
"16005","NULL","CA","PacificStatesUniversity","NULL","15","NULL","NULL","NULL","NULL"
"29064","0.4522","CA","PacificUnionCollege","40496","1508","18","23","430","570"
"42934","0.6456","CA","UniversityofthePacific","55473","3720","22","29","520","660"
"7364","NULL","CA","PaloVerdeCollege","17585","3486","NULL","NULL","NULL","NULL"
"7078","NULL","CA","PalomarCollege","9772","21154","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","ParisBeautyCollege","NULL","62","NULL","NULL","NULL","NULL"
"6180","NULL","CA","PasadenaCityCollege","11819","25234","NULL","NULL","NULL","NULL"
"48342","0.381","CA","PepperdineUniversity","63482","3514","25","30","550","670"
"48670","0.1347","CA","PitzerCollege","63750","1067","NULL","NULL","NULL","NULL"
"23250","NULL","CA","PlattCollegeSanDiego","40208","252","NULL","NULL","NULL","NULL"
"32400","0.7134","CA","PointLomaNazareneUniversity","45457","2763","23","28","510","630"
"47620","0.103","CA","PomonaCollege","62632","1640","30","34","690","770"
"8098","NULL","CA","PortervilleCollege","9162","3527","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","ProfessionalInstituteofBeauty","NULL","108","NULL","NULL","NULL","NULL"
"6902","NULL","CA","SantaAnaCollege","10524","27575","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","PardeeRANDGraduateSchool","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","ShastaSchoolofCosmetology","NULL","53","NULL","NULL","NULL","NULL"
"44900","0.6752","CA","UniversityofRedlands","59432","3452","22","28","510","610"
"6086","NULL","CA","CollegeoftheRedwoods","12045","2648","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SalonSuccessAcademyUpland","NULL","108","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SalonSuccessAcademyCorona","NULL","88","NULL","NULL","NULL","NULL"
"6960","NULL","CA","RioHondoCollege","11207","15941","NULL","NULL","NULL","NULL"
"7366","NULL","CA","RiversideCityCollege","13146","17010","NULL","NULL","NULL","NULL"
"13560","NULL","CA","ArgosyUniversitySanFranciscoBayArea","28367","110","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","RosemeadBeautySchool","NULL","193","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","DonggukUniversityLosAngeles","NULL","75","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","RudolfSteinerCollege","NULL","24","NULL","NULL","NULL","NULL"
"7440","NULL","CA","SacramentoCityCollege","13185","20781","NULL","NULL","NULL","NULL"
"5750","NULL","CA","SaddlebackCollege","17068","17879","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SamuelMerrittUniversity","NULL","506","NULL","NULL","NULL","NULL"
"4670","NULL","CA","SanDiegoCityCollege","12012","14129","NULL","NULL","NULL","NULL"
"17150","NULL","CA","GolfAcademyofAmericaSanDiego","30164","132","NULL","NULL","NULL","NULL"
"4670","NULL","CA","SanDiegoMesaCollege","12347","20807","NULL","NULL","NULL","NULL"
"4670","NULL","CA","SanDiegoMiramarCollege","11681","11557","NULL","NULL","NULL","NULL"
"18136","0.3441","CA","SanDiegoStateUniversity","20977","28649","22","28","510","630"
"44586","0.5168","CA","UniversityofSanDiego","59234","5551","26","30","560","670"
"41272","0.6536","CA","SanFranciscoArtInstitute","61915","404","NULL","NULL","NULL","NULL"
"42210","0.4669","CA","SanFranciscoConservatoryofMusic","56722","157","NULL","NULL","NULL","NULL"
"17636","0.6788","CA","SanFranciscoStateUniversity","21559","25867","18","24","430","550"
"NULL","NULL","CA","SanFranciscoTheologicalSeminary","NULL","NULL","NULL","NULL","NULL","NULL"
"42634","0.6436","CA","UniversityofSanFrancisco","59603","6682","24","28","540","640"
"NULL","NULL","CA","SanJoaquinCollegeofLaw","NULL","NULL","NULL","NULL","NULL","NULL"
"6312","NULL","CA","SanJoaquinDeltaCollege","16012","15208","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SanJoaquinValleyCollegeVisalia","NULL","5605","NULL","NULL","NULL","NULL"
"26480","0.7605","CA","WilliamJessupUniversity","38526","1093","18","25","440","560"
"7010","NULL","CA","SanJoseCityCollege","15537","7271","NULL","NULL","NULL","NULL"
"18538","0.5522","CA","SanJoseStateUniversity","22046","26670","20","26","470","610"
"7308","NULL","CA","CollegeofSanMateo","8391","7679","NULL","NULL","NULL","NULL"
"14949","NULL","CA","SantaBarbaraBusinessCollegeBakersfield","23074","487","NULL","NULL","NULL","NULL"
"15203","NULL","CA","SantaBarbaraBusinessCollegeSantaMaria","20903","166","NULL","NULL","NULL","NULL"
"8086","NULL","CA","SantaBarbaraCityCollege","15217","15092","NULL","NULL","NULL","NULL"
"45300","0.488","CA","SantaClaraUniversity","61097","5344","27","32","620","710"
"8078","NULL","CA","SantaMonicaCollege","11986","28136","NULL","NULL","NULL","NULL"
"6637","NULL","CA","SantaRosaJuniorCollege","12616","19537","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SaybrookUniversity","NULL","NULL","NULL","NULL","NULL","NULL"
"49152","0.279","CA","ScrippsCollege","63740","968","29","32","630","718"
"6988","NULL","CA","CollegeoftheSequoias","6630","10174","NULL","NULL","NULL","NULL"
"12060","0.7273","CA","ShastaBibleCollegeandGraduateSchool","22649","43","NULL","NULL","NULL","NULL"
"6223","NULL","CA","ShastaCollege","11868","7432","NULL","NULL","NULL","NULL"
"6182","NULL","CA","SierraCollege","12935","16911","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SierraCollegeofBeauty","NULL","151","NULL","NULL","NULL","NULL"
"12000","NULL","CA","SierraValleyCollegeofCourtReporting","28238","79","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","TrinityLawSchool","NULL","NULL","NULL","NULL","NULL","NULL"
"25200","0.5152","CA","SimpsonUniversity","36480","959","18","24","443","560"
"6194","NULL","CA","CollegeoftheSiskiyous","13259","1887","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","CharlesAJonesCareerandEducationCenter","NULL","491","NULL","NULL","NULL","NULL"
"6199","NULL","CA","SkylineCollege","9188","8557","NULL","NULL","NULL","NULL"
"1238","NULL","CA","SanBernardinoValleyCollege","13073","11503","NULL","NULL","NULL","NULL"
"42930","0.9754","CA","SaintMary'sCollegeofCalifornia","59167","2916","22","27","508","610"
"7386","NULL","CA","SolanoCommunityCollege","13235","8398","NULL","NULL","NULL","NULL"
"18490","0.7655","CA","SonomaStateUniversity","22932","8589","19","24","440","550"
"NULL","NULL","CA","SouthBayloUniversity","NULL","66","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SouthCoastCollege","NULL","315","NULL","NULL","NULL","NULL"
